smog_data
"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W BRZEŹNIKU, BRZEŹNIK, 59-700, BRZEŹNIK, 15.467881, 51.243537, 99.9, 996.9, 15.95, 0.15000000000000002, 0.07500000000000001, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA W DĄBROWIE BOLESŁAWIECKIEJ, DĄBROWA BOLESŁAWIECKA, 59-700, DĄBROWA BOLESŁAWIECKA, 15.57337, 51.325929, 99.90000000000002, 993.9333333333334, 11.533333333333333, 6.466666666666666, 4.103333333333333, 2026-07-06 07:01:40"
"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W OCICACH, OCICE, 59-730, OCICE, 15.492642, 51.201123, 99.90000000000002, 994.4333333333334, 11.666666666666666, 3.4, 1.896666666666666, 2026-07-06 07:01:40"
"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W TRZEBIENIU, LEŚNA, 59-700, TRZEBIEŃ, 15.599295, 51.390285, 79.2, 984.0666666666666, 14.966666666666667, 4.633333333333333, 2.86, 2026-07-06 07:01:40"
"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W ŻELISZOWIE, ŻELISZÓW, 59-700, ŻELISZÓW, 15.636493, 51.188462, 99.85, 995.0, 13.375, 6.7, 3.745, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. MARII SKŁODOWSKIEJ-CURIE W KAWĘCZYNIE, KAWĘCZYN, 62-704, KAWĘCZYN, 18.53126, 51.90873, 91.88, 1014.65, 8.93, 28.28, 16.42, 2026-07-06 07:01:40"
"PUBLICZNA SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W JORDANOWIE ŚLĄSKIM, WROCŁAWSKA, 55-065, JORDANÓW ŚLĄSKI, 16.8656, 50.8654, 99.3, 998.8666666666667, 11.533333333333333, 6.366666666666667, 3.65, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W RUDNEJ, PIASKOWA, 59-305, RUDNA, 16.26114, 51.51127, 99.90000000000002, 1000.3000000000001, 14.833333333333334, 6.6, 3.4666666666666672, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. BOHATERÓW WESTERPLATTE W CHOBIENI, SZKOLNA, 59-305, CHOBIENIA, 16.44566, 51.54124, 83.44999999999999, 1002.95, 13.925, 6.300000000000001, 3.3125, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA NR 3 IM. WŁADYSŁAWA BRONIEWSKIEGO W ŚWIEBODZICACH, ŚWIDNICKA, 58-160, ŚWIEBODZICE, 16.322191, 50.859905, 99.9, 983.8, 15.774999999999999, 0.725, 0.38, 2026-07-06 07:01:40"
"PUBLICZNA SZKOŁA PODSTAWOWA NR 5 IM. WŁADYSŁAWA BRONIEWSKIEGO W NOWEJ SOLI, WALKI MŁODYCH, 67-100, NOWA SÓL, 15.72476, 51.78292, 99.90000000000002, 1006.7666666666668, 14.966666666666667, 3.666666666666666, 2.083333333333333, 2026-07-06 07:01:40"
"ZESPÓŁ EDUKACYJNY W KOLSKU, PIASTOWSKA, 67-415, KOLSKO, 15.961961, 51.960693, 88.33999999999999, 1020.57, 9.94, 37.83, 22.350000000000005, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA NR 3 IM. MARII KONOPNICKIEJ W KOLE, TORUŃSKA, 62-600, KOŁO, 18.63092, 52.201656, 99.90000000000002, 1004.8666666666667, 14.566666666666668, 32.86666666666667, 19.013333333333332, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W MIKORZYNIE, MIKORZYN, 63-600, MIKORZYN, 18.026148, 51.36473, 71.1, 994.0, 20.9, 0.2, 0.11, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA NR 1 IM. BOHATERÓW WESTERPLATTE W KĘPNIE, HENRYKA SIENKIEWICZA, 63-600, KĘPNO, 17.987194, 51.27619, 82.16666666666667, 1002.2666666666668, 17.2, 3.066666666666666, 1.653333333333333, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W LIPNICY WIELKIEJ, LIPNICA WIELKA, 33-323, LIPNICA WIELKA, 20.86532, 49.70755, 94.0, 985.0, 16.9, 28.3, 15.62, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. PREZYDENTA GABRIELA NARUTOWICZA W CZĄSTKOWIE MAZOWIECKIM, CZĄSTKÓW MAZOWIECKI, 05-152, CZĄSTKÓW MAZOWIECKI, 20.746943, 52.39131, 87.26666666666667, 1002.0333333333334, 13.4, 25.133333333333336, 12.806666666666667, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. PIERRE""A DE COUBERTINA W BUDACH SIENNICKICH, BUDY SIENNICKIE, 05-190, BUDY SIENNICKIE, 20.787657, 52.544962, 99.90000000000002, 989.9, 12.933333333333332, 2.4, 1.273333333333333, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. JANA BRZECHWY W SZKLARACH GÓRNYCH, SZKLARY GÓRNE, 59-335, SZKLARY GÓRNE, 16.08945, 51.44225, 99.90000000000002, 1003.1333333333333, 13.333333333333334, 4.533333333333333, 2.7199999999999998, 2026-07-06 07:01:40"
"SAMORZĄDOWA SZKOŁA PODSTAWOWA W GÓRNYCH GRĄDACH, GÓRNE GRĄDY, 62-310, GÓRNE GRĄDY, 17.74012, 52.11447, 99.90000000000002, 1010.2800000000001, 20.5, 2.799999999999999, 1.5599999999999992, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO W CIĄŻENIU, WOLNOŚCI, 62-404, CIĄŻEŃ, 17.816093, 52.21152, 99.90000000000002, 1000.2000000000002, 23.8, 8.3, 4.28, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA NR 1 IM. STRAJKU DZIECI KOŹMIŃSKICH 1906/1907 W KOŹMINIE WIELKOPOLSKIM, GLINKI, 63-720, KOŹMIN WIELKOPOLSKI, 17.45651, 51.82566, 88.5, 1007.1, 13.300000000000002, 19.5, 11.76, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA SPORTOWA NR 6 W EŁKU, SUWALSKA, 19-300, EŁK, 22.365547, 53.82862, 66.03333333333333, 998.7666666666668, 15.266666666666667, 5.066666666666666, 2.596666666666666, 2026-07-06 07:01:40"
"SZKOŁA PODSTAWOWA NR 6 IM. JANA PAWŁA II W STAROGARDZIE GDAŃSKIM, BP. DOMINIKA, 83-250, STAROGARD GDAŃSKI, 18.491356, 53.98333, 76.93333333333334, 1000.4666666666667, 14.133333333333333, 0.5666666666666661, 0.31, 2026-07-06 07:01:40"
"PUBLICZNA SZKOLA PODSTAWOWA IM. BOHATEROW OŚWIĘCIMSKICH W RUDZICZCE, WOSZCZYCKA, 43-267, RUDZICZKA (SUSZEC), 18.7549, 50.03935, 99.90000000000002, 1003.7333333333332, 11.966666666666667, 4.6, 2.41, 2026-07-06 07:01:40"
